1076,906,1233,892,1069,1201,764,837,1058,860,474,608,753,566,441,432
966,800,1035,747,1021,988,799,788,798,605,394,599,584,424,365,380
829,726,842,602,832,745,641,583,649,445,349,463,416,318,272,264
909,904,858,797,813,733,528,562,700,501,459,419,413,376,254,233
1054,1051,1040,985,1031,1071,798,877,847,846,523,531,652,565,362,358
927,943,902,891,985,1090,857,959,790,721,462,555,622,470,366,389
786,680,762,687,658,745,451,453,623,422,360,330,363,309,231,214
1052,900,995,890,875,978,620,634,835,587,470,429,504,465,300,302
1134,857,1115,858,1062,1134,826,877,797,705,440,538,570,474,372,405
924,734,871,683,890,856,686,616,630,536,351,458,464,343,288,299
851,754,765,621,738,744,517,465,579,467,318,347,408,293,244,224
915,860,806,783,813,834,551,537,673,583,378,387,481,343,288,259
1008,888,965,867,941,1029,695,664,812,913,419,457,663,443,397,348
799,664,804,604,815,821,634,554,602,573,295,456,500,306,302,309
715,645,731,536,613,692,402,387,526,420,278,351,351,259,226,219
1013,875,1005,831,806,967,447,510,905,745,447,401,524,468,296,293
1197,994,1292,909,1034,1167,707,794,994,1106,490,609,772,592,445,435
1015,782,965,665,969,888,633,683,705,586,364,540,596,388,322,329
943,792,839,625,804,771,501,560,691,484,368,415,509,333,275,241
1016,942,914,821,841,849,520,621,809,560,438,436,570,396,325,279
1042,901,1110,894,1014,1039,714,811,829,832,423,580,693,495,458,408
901,780,862,739,848,814,654,682,665,549,389,518,481,399,307,308
994,885,926,810,880,907,639,666,769,618,461,490,555,513,323,312
997,924,937,811,906,987,761,731,791,608,478,521,549,496,365,350
895,819,890,755,873,859,753,695,693,488,451,483,450,391,313,322
902,839,889,782,826,801,684,608,700,481,440,440,410,400,271,270
982,852,898,793,927,858,741,646,695,557,425,477,445,460,272,293
1001,886,805,798,857,803,698,654,680,517,453,425,438,403,245,257
997,861,865,868,883,927,746,717,709,568,453,443,522,372,282,283
906,776,862,836,839,895,720,668,699,534,383,439,493,314,287,261
958,808,925,818,847,917,710,594,723,607,391,423,486,337,303,232
990,841,964,802,905,975,746,654,718,632,395,459,531,357,337,285
1029,851,921,802,919,979,713,673,745,620,402,461,530,383,342,307
874,739,832,671,884,905,644,636,637,508,351,449,461,325,322,290
832,752,790,683,758,774,491,494,646,437,364,383,389,310,251,214
1081,868,1050,875,981,975,637,636,799,662,450,464,577,525,325,324
1099,886,1053,881,1091,946,743,773,790,666,449,514,625,525,339,352
982,815,890,797,959,855,688,680,676,562,404,475,557,405,305,306
949,853,848,851,834,842,582,583,689,574,429,437,520,386,285,249
965,899,921,890,882,997,681,660,775,687,445,476,557,424,327,296
948,851,892,822,908,1074,738,702,741,645,416,559,561,410,357,313
926,783,847,735,868,897,647,596,724,538,420,486,463,373,292,241
1000,819,1001,773,1005,995,687,691,793,672,465,492,546,484,337,282
927,791,868,761,964,879,674,634,720,582,444,461,469,398,287,260
974,852,890,852,949,980,665,695,740,641,442,459,557,415,300,296
921,853,871,857,925,991,669,720,734,557,418,456,545,387,316,305
854,785,889,817,865,915,657,649,731,516,395,436,493,358,311,300
866,739,906,768,895,858,642,610,695,540,376,446,505,362,302,304
954,842,885,790,900,853,654,602,692,605,412,442,514,430,292,280
1089,925,977,886,1028,1103,762,777,757,971,454,506,706,505,412,341
1048,922,983,968,933,1114,725,724,807,884,484,494,690,475,400,334
918,808,883,852,918,1047,747,673,759,691,401,519,634,420,373,343
840,758,820,778,859,908,640,551,759,536,385,469,532,406,313,268
903,851,983,852,902,913,616,575,889,550,480,472,528,518,310,259
1013,854,1187,916,1135,1037,751,782,890,720,509,608,666,619,400,371
981,850,954,872,1024,872,683,774,762,599,473,564,571,525,330,319
870,856,764,816,880,752,627,673,654,477,432,485,462,388,279,248
910,896,791,915,857,799,651,665,742,567,474,467,483,437,286,237
995,919,973,1042,986,983,836,800,886,973,492,543,645,544,365,307
838,715,762,780,877,817,829,677,692,578,406,526,534,343,293,272
878,771,754,758,737,766,679,560,800,532,463,427,485,367,262,215
954,831,919,852,893,940,795,718,955,673,503,494,636,474,359,321
962,809,902,861,1008,993,820,776,859,706,458,567,631,463,415,382
842,697,729,665,851,820,695,678,669,511,397,496,444,363,297,306
897,833,810,791,837,883,636,682,753,618,482,466,485,498,291,301
897,760,897,806,955,1011,804,855,732,702,461,573,598,526,344,387
766,666,756,686,799,787,689,629,635,476,402,440,473,343,266,275
902,811,871,811,856,858,692,589,784,581,461,411,530,434,292,261
947,817,958,837,962,907,841,696,792,620,451,503,561,429,334,336
927,776,910,807,902,870,798,727,730,597,411,511,522,391,310,315
899,793,839,811,851,848,696,666,708,589,414,482,499,390,287,275
876,841,807,810,827,872,669,682,700,601,416,465,525,377,299,270
870,779,837,787,858,936,673,705,702,657,409,468,628,368,338,301
861,751,821,727,799,840,605,585,705,581,415,432,566,342,304,271
911,752,898,735,895,953,706,641,772,620,411,478,653,399,366,314
926,782,923,768,928,1000,724,646,802,628,406,515,635,458,385,315
1077,901,1035,895,1040,1079,801,723,786,816,472,548,709,589,425,404
896,826,824,744,876,855,732,617,659,558,404,498,506,418,323,328
951,887,889,880,894,926,659,611,776,704,471,470,533,521,335,305
974,850,953,877,964,1011,720,725,797,777,460,549,587,538,382,360
904,750,837,751,852,855,633,613,741,543,412,476,465,416,305,304
894,741,796,712,814,833,578,584,717,458,413,446,422,389,274,276
1076,850,958,912,913,1018,668,699,905,603,498,480,481,547,296,316
1071,851,1027,887,981,1055,764,795,843,623,468,525,525,531,312,334
886,749,861,753,886,847,661,678,651,429,399,452,430,370,254,269
982,894,983,902,914,904,642,687,742,508,471,408,470,424,256,244
1086,927,1128,931,1032,1081,816,862,784,608,472,486,565,440,334,317
929,809,913,817,942,902,825,770,642,469,373,475,458,315,305,285
819,736,775,733,776,738,651,541,525,391,337,399,361,263,235,204
981,885,898,901,845,808,650,546,682,528,415,384,433,343,250,206
1157,933,1126,987,1123,1094,849,793,802,1018,460,515,707,527,376,358
815,682,812,646,853,768,776,620,485,475,331,448,439,273,269,253
805,750,766,723,640,663,485,378,546,404,351,289,348,252,218,160
1020,996,1010,1006,884,960,620,572,915,690,471,413,576,460,336,243
936,839,977,875,1011,1043,801,761,788,707,382,576,606,412,411,389
813,792,747,717,774,729,580,512,666,492,352,432,407,316,242,223
893,851,810,814,864,827,585,565,745,629,412,444,462,417,247,229
1037,913,953,899,1031,1052,701,732,889,978,487,513,646,573,299,275
960,803,886,803,989,1085,756,855,761,810,421,522,647,408,298,288
903,766,828,742,833,905,591,700,711,568,412,442,524,311,242,207
1025,856,974,933,867,948,617,675,895,646,470,455,596,373,250,210
1060,803,1044,926,1015,1028,812,801,895,697,431,583,692,384,311,311
919,717,813,715,891,749,717,623,720,439,372,471,469,261,235,206
1022,843,827,810,895,757,644,586,785,464,420,436,471,298,227,183
1142,926,931,899,1023,897,792,777,860,592,455,549,570,387,279,269
1034,888,851,864,965,848,794,841,742,542,429,582,512,328,271,280
981,908,805,959,871,770,736,761,751,531,466,486,459,332,248,218
986,871,832,1011,911,835,807,837,731,606,466,518,499,342,269,246
984,858,827,1008,889,831,809,793,734,563,469,483,486,345,267,234
1009,822,879,961,921,927,857,832,744,586,447,494,530,348,293,256
938,794,791,865,789,799,819,621,721,431,438,437,423,298,241,201
934,765,859,865,847,877,894,679,744,461,429,462,464,313,271,238
946,811,939,868,837,869,879,652,770,468,436,447,453,336,266,229
915,754,926,802,844,823,870,635,699,432,411,458,417,316,266,235
924,775,888,783,823,771,804,594,676,418,424,430,385,324,246,215
1017,852,977,852,957,871,807,702,720,519,451,458,431,426,272,255
1009,899,939,829,967,857,824,746,698,506,441,469,427,423,267,264
987,938,863,797,904,814,801,743,657,457,426,452,403,391,245,241
1016,1000,907,871,884,829,779,726,698,508,449,435,424,419,246,234
1036,970,1002,958,934,899,828,776,726,580,454,457,497,442,284,263
933,871,869,907,846,804,810,668,650,485,422,433,423,340,252,239
954,886,939,933,873,862,779,636,701,566,444,420,471,374,262,239
874,816,842,801,841,816,806,606,633,484,396,420,451,300,253,236
932,898,908,871,853,862,757,586,720,564,439,401,476,343,253,220
951,893,935,865,908,903,827,664,727,597,410,445,524,349,277,258
871,775,824,751,825,815,762,613,646,475,353,429,464,295,251,223
938,849,805,823,772,782,637,544,714,447,377,390,425,318,232,188
984,845,860,845,866,852,728,654,735,486,385,448,483,353,257,231
955,820,807,806,828,798,706,616,685,433,370,443,435,322,250,216
993,836,820,841,834,798,682,599,702,433,394,433,418,346,244,207
993,831,852,850,891,841,718,649,709,449,397,456,440,348,258,225
946,836,823,839,851,802,682,602,690,409,399,431,403,323,244,208
958,858,862,862,882,829,706,629,704,429,419,441,423,344,255,218
948,865,840,853,877,797,729,634,691,417,439,435,404,335,249,216
998,874,938,899,936,879,793,734,714,483,446,478,462,374,302,259
949,814,852,848,872,792,750,676,650,435,411,458,416,331,270,227
962,858,854,854,824,763,668,613,662,446,437,421,406,344,255,200
1059,862,992,887,949,902,756,760,706,603,450,466,503,426,317,264
970,836,876,838,879,818,716,678,655,492,434,437,438,361,280,220
1026,880,960,890,931,916,774,745,692,579,463,453,507,437,319,262
997,876,912,876,913,881,786,715,681,519,462,450,477,399,305,255
972,849,877,842,916,869,782,703,655,493,434,450,475,379,304,255
984,878,858,858,881,848,752,648,682,479,444,431,460,388,296,240
994,861,885,857,930,899,802,691,692,498,436,455,490,411,321,276
924,807,790,784,846,794,753,602,631,420,396,432,421,333,283,239
921,828,774,814,809,773,704,561,650,418,398,407,416,338,272,221
938,843,768,845,827,757,775,568,667,420,407,428,409,367,269,253
960,871,823,892,874,806,797,600,698,463,434,440,434,433,282,281
942,835,827,871,889,807,804,612,669,460,419,459,433,429,277,278
917,816,805,852,871,774,763,586,655,440,421,441,414,422,257,246
979,851,883,923,924,865,778,642,715,520,461,465,471,510,281,268
987,812,892,875,958,915,837,730,694,555,432,509,510,498,310,286
866,733,753,741,810,756,727,600,614,421,393,444,408,377,255,224
1011,845,896,903,893,879,706,656,752,575,466,443,503,513,285,240
1019,827,922,888,938,939,794,761,748,625,450,509,565,510,324,278
889,723,780,758,838,804,711,631,632,456,395,456,448,369,272,223
949,821,825,843,837,829,635,601,704,500,448,426,475,416,272,214
1007,831,902,875,925,937,756,741,744,599,453,490,571,465,317,268
922,743,811,786,869,842,715,660,664,489,399,464,487,380,285,235
917,788,781,808,805,788,617,581,681,462,426,416,445,371,256,204
974,808,846,847,883,873,700,671,715,537,436,461,519,419,294,239
912,761,796,801,838,816,670,623,665,475,406,449,472,373,277,224
912,784,785,809,800,788,619,584,663,457,416,429,450,365,265,205
937,801,813,833,845,837,669,614,680,480,425,444,478,390,281,222
910,775,784,815,836,817,664,604,655,458,411,445,459,360,273,219
894,793,761,827,796,777,625,572,651,433,418,422,430,354,260,203
921,814,795,861,843,829,666,598,673,454,431,441,456,374,275,213
874,756,766,817,821,804,677,593,640,422,407,442,434,344,275,215
883,806,771,847,794,778,640,558,664,415,427,414,421,350,263,200
932,833,824,882,875,859,704,610,698,458,445,447,468,386,293,224
874,773,782,834,855,817,721,599,647,420,412,456,440,345,289,224
867,774,771,822,813,792,670,563,643,405,411,427,417,339,271,209
884,804,785,851,825,802,676,563,666,417,430,427,427,360,277,212
865,761,768,815,836,797,705,582,636,407,404,441,425,337,282,221
847,771,750,815,791,762,650,548,633,388,409,415,401,331,263,199
871,791,774,835,831,799,681,572,651,406,421,425,418,350,280,213
849,761,754,804,818,780,682,570,631,394,403,428,406,324,267,212
864,780,760,824,802,772,657,556,645,391,415,413,400,333,259,201
870,794,775,837,839,793,703,575,655,398,422,433,407,351,276,219
849,769,763,812,830,771,711,581,642,384,403,434,402,334,274,217
872,802,785,841,818,780,697,569,675,394,421,420,404,353,272,210
851,773,762,811,810,756,721,569,638,375,405,430,394,328,267,216
863,782,776,822,804,766,708,564,648,380,409,424,394,346,268,218
830,778,739,800,769,721,701,543,631,360,406,416,370,321,256,210
860,783,776,820,818,767,716,575,652,379,410,427,392,347,271,224
832,761,743,788,777,724,699,550,636,359,400,419,373,321,254,208
861,783,779,814,809,762,704,568,657,377,411,422,387,348,267,216
841,760,758,786,799,747,709,563,641,367,401,425,378,328,261,213
852,779,771,801,800,751,700,560,656,371,408,418,385,339,263,212
847,762,776,792,821,763,722,576,646,372,401,431,384,332,270,222
835,759,760,781,794,741,701,560,638,363,400,417,375,320,257,205
855,780,778,802,814,762,712,571,652,373,408,420,385,335,265,216
840,756,763,779,810,747,727,576,638,361,396,431,379,319,261,217
851,781,765,797,797,744,705,558,646,362,407,417,375,329,257,208
869,781,793,801,845,779,739,592,653,374,406,434,391,348,274,233
819,750,740,743,774,714,706,553,610,348,386,418,357,302,249,208
864,781,786,793,818,764,718,581,650,367,407,423,382,342,266,223
864,778,785,793,812,751,732,579,651,364,403,433,380,342,263,224
851,770,773,782,797,735,728,575,640,356,401,426,369,332,257,219
864,782,787,795,814,755,734,585,657,368,408,430,378,343,262,225
869,791,791,797,814,755,736,584,663,368,411,429,379,345,259,223
855,769,781,773,818,748,741,596,645,359,403,436,379,330,262,225
871,783,795,789,830,765,728,598,658,367,408,434,384,342,267,227
871,791,794,789,829,766,733,601,660,367,411,437,384,342,266,232
863,775,791,775,831,767,742,606,652,366,401,441,383,333,269,235
870,792,794,784,822,766,721,591,664,368,409,434,382,338,268,229
887,804,817,800,846,793,741,614,681,384,419,444,398,356,277,244
877,796,803,790,845,783,750,622,674,374,414,450,393,345,278,250
