629,568,584,452,532,515,511,337,361,257,276,263,243,260,194,228
605,568,566,446,503,482,471,309,352,243,277,234,221,249,173,206
618,565,575,450,517,498,491,324,354,251,273,248,237,255,185,215
602,561,565,441,503,481,475,309,349,242,271,237,223,245,176,206
610,556,571,439,511,490,482,318,347,246,268,242,231,249,183,212
596,551,562,433,499,475,463,306,343,241,270,230,217,243,176,204
594,542,562,431,504,480,470,309,338,240,264,235,222,244,176,204
574,514,542,418,490,464,456,300,323,232,256,227,212,234,170,198
548,478,518,404,478,447,437,292,309,222,245,215,199,225,161,191
458,424,462,383,460,420,412,276,294,214,230,201,187,214,154,182
357,300,371,323,404,363,371,253,241,198,199,189,175,201,147,169
185,175,226,199,278,258,286,188,166,158,127,161,144,159,135,149
112,113,146,140,183,173,200,124,117,112,88,114,104,114,108,124
82,88,109,109,131,131,153,89,94,83,70,82,80,94,88,100
68,73,87,88,104,104,127,73,75,66,58,68,64,79,75,88
60,65,79,79,90,90,112,61,66,60,53,59,55,71,66,79
52,58,69,69,79,80,106,55,60,54,50,53,53,66,63,70
51,55,63,67,75,75,96,51,56,46,45,50,48,62,60,63
44,46,57,60,68,69,91,46,50,45,40,44,45,59,56,63
39,47,49,59,56,58,83,40,48,38,43,42,40,55,55,60
45,49,55,60,64,64,84,41,49,40,43,43,44,59,55,62
42,46,52,58,62,60,83,42,47,35,41,40,37,55,51,59
39,45,48,53,60,58,82,42,39,33,34,41,33,38,54,58
38,41,45,51,51,51,71,35,37,30,31,30,23,32,28,30
34,37,38,44,48,45,71,31,30,25,28,26,20,33,28,27
37,41,46,50,49,51,71,33,38,30,32,26,24,35,26,27
37,41,43,51,52,51,71,33,36,29,31,28,23,35,24,27
36,44,42,51,50,51,69,33,38,28,29,28,24,34,25,25
35,41,42,50,51,49,70,33,36,28,31,27,22,33,27,26
36,38,43,50,49,47,69,30,36,29,31,25,20,34,26,26
34,39,41,49,50,48,69,33,34,24,30,25,22,30,24,25
32,38,39,48,47,47,69,31,36,27,30,27,20,32,25,22
32,39,40,47,48,45,66,32,37,28,30,26,21,34,23,23
31,36,39,47,48,46,68,29,34,29,29,26,21,30,24,21
33,38,38,47,46,45,67,28,35,24,29,26,17,32,22,22
33,37,39,46,49,46,69,31,36,28,31,25,18,31,23,24
33,38,41,46,49,46,67,31,36,29,32,30,22,35,28,27
32,39,39,46,49,47,69,30,39,32,30,27,23,34,26,28
33,37,41,47,49,47,67,30,35,29,31,28,24,35,25,28
31,38,38,46,49,45,64,29,36,27,30,25,20,32,26,25
31,36,37,44,47,44,65,30,34,27,29,23,22,31,24,24
30,37,36,45,46,41,64,30,36,27,29,27,20,30,23,22
30,37,37,47,46,44,66,30,34,27,30,25,20,30,25,24
33,38,42,48,48,46,68,31,39,29,30,26,22,37,26,27
32,39,39,50,47,45,70,29,37,30,31,27,22,37,27,27
30,38,37,48,48,41,68,33,36,25,32,27,24,35,25,29
30,37,38,47,46,44,68,31,35,25,32,26,22,33,26,26
550,600,426,553,421,359,403,272,336,203,309,181,185,240,143,138
655,696,587,625,577,582,549,397,569,319,388,320,336,305,279,237
656,595,595,577,684,622,594,473,543,353,368,410,390,325,318,308
512,424,499,425,513,461,495,350,318,233,262,323,280,252,220,232
322,270,330,300,402,332,401,261,233,187,199,222,186,212,148,160
154,162,195,193,264,226,281,190,167,134,153,166,142,187,127,141
188,250,199,254,221,203,225,153,211,141,213,143,137,200,122,135
467,524,415,424,440,377,353,265,341,201,283,193,197,251,153,169
596,665,541,512,533,486,447,347,472,237,379,285,271,302,239,237
655,660,582,570,675,580,559,472,560,288,420,377,320,350,269,304
625,557,559,503,650,513,579,469,399,237,358,374,279,330,225,273
483,479,464,487,535,416,555,349,302,199,268,271,206,254,163,198
456,529,411,478,452,371,490,283,299,193,262,206,180,243,142,166
622,574,507,552,492,434,500,306,357,210,311,238,213,302,166,191
631,592,593,583,576,528,671,382,415,245,331,293,251,342,192,229
